name,position,event_attendance,meeting_attendance,duty_participation,submitted_works,competition_participation,chat_activity,activity_status
Member_1150,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1151,Staff,9/10,9/10,9/10,19,3,Active,Active
Member_1152,Staff,6/10,5/10,6/10,14,1,Active,Moderate
Member_1153,Staff,2/10,2/10,1/10,3,1,Rarely Active,Rarely Active
Member_1154,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1155,Vice Division Head,8/10,8/10,9/10,22,9,Active,Active
Member_1156,Supervisor,9/10,8/10,9/10,27,4,Active,Active
Member_1157,Supervisor,5/10,7/10,7/10,10,3,Active,Moderate
Member_1158,Staff,3/10,3/10,3/10,3,0,Inactive,Rarely Active
Member_1159,Supervisor,8/10,9/10,9/10,25,7,Very Active,Active
Member_1160,Staff,8/10,9/10,8/10,17,3,Active,Active
Member_1161,Supervisor,5/10,6/10,7/10,5,1,Active,Moderate
Member_1162,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1163,Staff,10/10,10/10,10/10,30,11,Very Active,Very Active
Member_1164,Staff,1/10,2/10,2/10,2,0,Inactive,Rarely Active
Member_1165,Deputy Department Head,10/10,10/10,10/10,55,20,Very Active,Very Active
Member_1166,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1167,Department Head,3/10,2/10,3/10,1,0,Inactive,Rarely Active
Member_1168,Vice Division Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1169,Deputy Department Head,10/10,10/10,10/10,56,13,Very Active,Very Active
Member_1170,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1171,Staff,10/10,10/10,10/10,48,15,Very Active,Very Active
Member_1172,Deputy Department Head,5/10,5/10,5/10,11,1,Moderate,Moderate
Member_1173,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1174,Vice Division Head,8/10,8/10,9/10,24,6,Active,Active
Member_1175,Department Head,10/10,10/10,10/10,44,15,Very Active,Very Active
Member_1176,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1177,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1178,Supervisor,10/10,10/10,10/10,34,13,Very Active,Very Active
Member_1179,Division Head,10/10,10/10,10/10,57,12,Very Active,Very Active
Member_1180,Supervisor,1/10,2/10,3/10,1,0,Rarely Active,Rarely Active
Member_1181,Department Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1182,Treasurer,10/10,10/10,10/10,55,15,Very Active,Very Active
Member_1183,Vice Division Head,10/10,10/10,10/10,45,13,Very Active,Very Active
Member_1184,Staff,9/10,8/10,8/10,21,8,Active,Active
Member_1185,Secretary,2/10,3/10,4/10,5,1,Inactive,Rarely Active
Member_1186,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1187,Supervisor,2/10,3/10,1/10,4,0,Rarely Active,Rarely Active
Member_1188,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1189,Staff,10/10,10/10,10/10,51,14,Very Active,Very Active
Member_1190,Staff,10/10,10/10,10/10,38,19,Very Active,Very Active
Member_1191,Secretary,10/10,10/10,10/10,42,11,Very Active,Very Active
Member_1192,Staff,9/10,9/10,9/10,29,3,Active,Active
Member_1193,Deputy Department Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1194,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1195,Secretary,10/10,10/10,10/10,53,18,Very Active,Very Active
Member_1196,Staff,10/10,10/10,10/10,43,13,Very Active,Very Active
Member_1197,Staff,10/10,10/10,10/10,54,15,Very Active,Very Active
Member_1198,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1199,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1200,Vice Division Head,10/10,10/10,10/10,31,13,Very Active,Very Active
Member_1201,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1202,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1203,Division Head,10/10,10/10,10/10,46,16,Very Active,Very Active
Member_1204,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1205,Treasurer,7/10,7/10,6/10,5,3,Moderate,Moderate
Member_1206,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1207,Staff,9/10,8/10,8/10,22,8,Very Active,Active
Member_1208,Staff,9/10,9/10,9/10,22,8,Very Active,Active
Member_1209,Staff,2/10,2/10,1/10,2,0,Rarely Active,Rarely Active
Member_1210,Supervisor,10/10,10/10,10/10,40,20,Very Active,Very Active
Member_1211,Staff,8/10,8/10,8/10,22,3,Very Active,Active
Member_1212,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1213,Vice Division Head,6/10,7/10,5/10,14,3,Rarely Active,Moderate
Member_1214,Supervisor,10/10,10/10,10/10,44,11,Very Active,Very Active
Member_1215,Division Head,10/10,10/10,10/10,35,10,Very Active,Very Active
Member_1216,Vice Chair,6/10,7/10,5/10,14,2,Rarely Active,Moderate
Member_1217,Supervisor,10/10,10/10,10/10,32,19,Very Active,Very Active
Member_1218,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1219,Staff,5/10,5/10,4/10,7,3,Moderate,Moderate
Member_1220,Vice Division Head,1/10,2/10,3/10,4,0,Inactive,Rarely Active
Member_1221,Staff,10/10,10/10,10/10,30,18,Very Active,Very Active
Member_1222,Staff,9/10,8/10,8/10,15,7,Very Active,Active
Member_1223,Vice Division Head,8/10,8/10,9/10,20,4,Very Active,Active
Member_1224,Chair,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1225,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1226,Staff,8/10,9/10,8/10,19,3,Very Active,Active
Member_1227,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1228,Staff,10/10,10/10,10/10,32,11,Very Active,Very Active
Member_1229,Staff,8/10,8/10,8/10,28,4,Active,Active
Member_1230,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1231,Staff,10/10,10/10,10/10,47,10,Very Active,Very Active
Member_1232,Deputy Department Head,10/10,10/10,10/10,39,18,Very Active,Very Active
Member_1233,Secretary,8/10,9/10,9/10,15,8,Very Active,Active
Member_1234,Staff,10/10,10/10,10/10,51,14,Very Active,Very Active
Member_1235,Supervisor,2/10,1/10,2/10,1,1,Inactive,Rarely Active
Member_1236,Staff,10/10,10/10,10/10,34,12,Very Active,Very Active
Member_1237,Staff,2/10,4/10,2/10,3,0,Rarely Active,Rarely Active
Member_1238,Supervisor,10/10,10/10,10/10,58,14,Very Active,Very Active
Member_1239,Staff,10/10,10/10,10/10,36,12,Very Active,Very Active
Member_1240,Department Head,10/10,10/10,10/10,37,20,Very Active,Very Active
Member_1241,Staff,10/10,10/10,10/10,41,10,Very Active,Very Active
Member_1242,Staff,10/10,10/10,10/10,46,18,Very Active,Very Active
Member_1243,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1244,Staff,3/10,3/10,3/10,1,0,Inactive,Rarely Active
Member_1245,Staff,3/10,4/10,2/10,2,0,Rarely Active,Rarely Active
Member_1246,Staff,5/10,7/10,5/10,6,1,Rarely Active,Moderate
Member_1247,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1248,Secretary,10/10,10/10,10/10,31,16,Very Active,Very Active
Member_1249,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1250,Division Head,10/10,10/10,10/10,37,14,Very Active,Very Active
Member_1251,Staff,8/10,9/10,8/10,20,4,Active,Active
Member_1252,Supervisor,9/10,9/10,9/10,27,5,Very Active,Active
Member_1253,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1254,Deputy Department Head,9/10,8/10,9/10,27,3,Very Active,Active
Member_1255,Supervisor,10/10,10/10,10/10,49,16,Very Active,Very Active
Member_1256,Staff,6/10,5/10,6/10,12,3,Rarely Active,Moderate
Member_1257,Department Head,10/10,10/10,10/10,51,15,Very Active,Very Active
Member_1258,Division Head,10/10,10/10,10/10,50,17,Very Active,Very Active
Member_1259,Department Head,10/10,10/10,10/10,39,15,Very Active,Very Active
Member_1260,Staff,10/10,10/10,10/10,48,19,Very Active,Very Active
Member_1261,Vice Division Head,10/10,10/10,10/10,56,18,Very Active,Very Active
Member_1262,Supervisor,10/10,10/10,10/10,40,10,Very Active,Very Active
Member_1263,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1264,Secretary,4/10,2/10,2/10,3,1,Rarely Active,Rarely Active
Member_1265,Vice Chair,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1266,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1267,Staff,4/10,2/10,2/10,3,1,Inactive,Rarely Active
Member_1268,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1269,Staff,1/10,4/10,2/10,1,1,Rarely Active,Rarely Active
Member_1270,Division Head,10/10,10/10,10/10,33,15,Very Active,Very Active
Member_1271,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1272,Staff,6/10,7/10,5/10,12,3,Rarely Active,Moderate
Member_1273,Staff,8/10,9/10,9/10,18,10,Active,Active
Member_1274,Staff,10/10,10/10,10/10,34,15,Very Active,Very Active
Member_1275,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1276,Deputy Department Head,3/10,2/10,2/10,5,0,Rarely Active,Rarely Active
Member_1277,Staff,10/10,10/10,10/10,60,11,Very Active,Very Active
Member_1278,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1279,Staff,10/10,10/10,10/10,35,11,Very Active,Very Active
Member_1280,Treasurer,10/10,10/10,10/10,44,18,Very Active,Very Active
Member_1281,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1282,Department Head,10/10,10/10,10/10,33,16,Very Active,Very Active
Member_1283,Chair,10/10,10/10,10/10,30,14,Very Active,Very Active
Member_1284,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1285,Staff,5/10,6/10,5/10,7,3,Moderate,Moderate
Member_1286,Staff,10/10,10/10,10/10,44,18,Very Active,Very Active
Member_1287,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1288,Staff,10/10,10/10,10/10,55,13,Very Active,Very Active
Member_1289,Supervisor,10/10,10/10,10/10,60,18,Very Active,Very Active
Member_1290,Division Head,5/10,5/10,6/10,11,1,Active,Moderate
Member_1291,Department Head,3/10,2/10,2/10,4,1,Rarely Active,Rarely Active
Member_1292,Staff,10/10,10/10,10/10,35,14,Very Active,Very Active
Member_1293,Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1294,Vice Division Head,10/10,10/10,10/10,46,16,Very Active,Very Active
Member_1295,Staff,5/10,5/10,7/10,11,1,Rarely Active,Moderate
Member_1296,Staff,10/10,10/10,10/10,30,18,Very Active,Very Active
Member_1297,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1298,Staff,9/10,9/10,8/10,22,4,Active,Active
Member_1299,Division Head,10/10,10/10,10/10,56,16,Very Active,Very Active
Member_1300,Supervisor,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1301,Department Head,5/10,5/10,7/10,14,3,Moderate,Moderate
Member_1302,Secretary,10/10,10/10,10/10,55,20,Very Active,Very Active
Member_1303,Department Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1304,Vice Division Head,9/10,9/10,9/10,30,9,Active,Active
Member_1305,Supervisor,3/10,4/10,4/10,3,0,Inactive,Rarely Active
Member_1306,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1307,Staff,6/10,7/10,4/10,10,1,Rarely Active,Moderate
Member_1308,Deputy Department Head,10/10,10/10,10/10,56,15,Very Active,Very Active
Member_1309,Vice Division Head,6/10,4/10,6/10,10,2,Moderate,Moderate
Member_1310,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1311,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1312,Chair,8/10,7/10,6/10,7,3,Moderate,Moderate
Member_1313,Supervisor,2/10,2/10,2/10,5,1,Rarely Active,Rarely Active
Member_1314,Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1315,Treasurer,10/10,10/10,10/10,57,15,Very Active,Very Active
Member_1316,Staff,8/10,8/10,8/10,25,9,Active,Active
Member_1317,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1318,Staff,3/10,2/10,2/10,3,0,Rarely Active,Rarely Active
Member_1319,Department Head,1/10,1/10,1/10,0,0,Inactive,Inactive
Member_1320,Supervisor,10/10,10/10,10/10,40,12,Very Active,Very Active
Member_1321,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1322,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1323,Vice Division Head,3/10,1/10,3/10,4,1,Rarely Active,Rarely Active
Member_1324,Staff,2/10,4/10,1/10,3,1,Rarely Active,Rarely Active
Member_1325,Deputy Department Head,9/10,9/10,8/10,29,5,Active,Active
Member_1326,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1327,Deputy Department Head,10/10,10/10,10/10,48,14,Very Active,Very Active
Member_1328,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1329,Department Head,10/10,10/10,10/10,48,17,Very Active,Very Active
Member_1330,Treasurer,9/10,9/10,8/10,18,3,Very Active,Active
Member_1331,Department Head,10/10,10/10,10/10,49,16,Very Active,Very Active
Member_1332,Vice Division Head,10/10,10/10,10/10,30,12,Very Active,Very Active
Member_1333,Division Head,10/10,10/10,10/10,55,15,Very Active,Very Active
Member_1334,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1335,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1336,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1337,Staff,10/10,10/10,10/10,60,10,Very Active,Very Active
Member_1338,Staff,10/10,10/10,10/10,57,14,Very Active,Very Active
Member_1339,Deputy Department Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1340,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1341,Staff,10/10,10/10,10/10,40,15,Very Active,Very Active
Member_1342,Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1343,Staff,8/10,9/10,9/10,24,3,Active,Active
Member_1344,Staff,1/10,1/10,4/10,2,0,Rarely Active,Rarely Active
Member_1345,Chair,6/10,6/10,6/10,15,3,Moderate,Moderate
Member_1346,Vice Chair,3/10,1/10,4/10,1,0,Rarely Active,Rarely Active
Member_1347,Division Head,10/10,10/10,10/10,43,15,Very Active,Very Active
Member_1348,Deputy Department Head,10/10,10/10,10/10,31,13,Very Active,Very Active
Member_1349,Deputy Department Head,9/10,8/10,9/10,30,4,Very Active,Active
Member_1350,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1351,Department Head,10/10,10/10,10/10,54,18,Very Active,Very Active
Member_1352,Vice Chair,10/10,10/10,10/10,36,10,Very Active,Very Active
Member_1353,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1354,Staff,10/10,10/10,10/10,34,18,Very Active,Very Active
Member_1355,Staff,3/10,3/10,1/10,2,1,Rarely Active,Rarely Active
Member_1356,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1357,Supervisor,3/10,3/10,2/10,1,1,Inactive,Rarely Active
Member_1358,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1359,Staff,10/10,10/10,10/10,36,18,Very Active,Very Active
Member_1360,Staff,8/10,8/10,8/10,18,5,Active,Active
Member_1361,Staff,8/10,8/10,8/10,25,6,Very Active,Active
Member_1362,Vice Division Head,8/10,9/10,9/10,24,5,Active,Active
Member_1363,Staff,9/10,8/10,8/10,22,6,Very Active,Active
Member_1364,Staff,9/10,8/10,8/10,19,3,Active,Active
Member_1365,Staff,10/10,10/10,10/10,30,10,Very Active,Very Active
Member_1366,Supervisor,9/10,9/10,8/10,20,5,Active,Active
Member_1367,Secretary,8/10,8/10,8/10,19,5,Active,Active
Member_1368,Deputy Department Head,10/10,10/10,10/10,31,18,Very Active,Very Active
Member_1369,Staff,10/10,10/10,10/10,59,12,Very Active,Very Active
Member_1370,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1371,Vice Chair,3/10,2/10,2/10,5,1,Rarely Active,Rarely Active
Member_1372,Supervisor,10/10,10/10,10/10,42,18,Very Active,Very Active
Member_1373,Staff,2/10,3/10,2/10,5,0,Inactive,Rarely Active
Member_1374,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1375,Secretary,10/10,10/10,10/10,52,13,Very Active,Very Active
Member_1376,Staff,10/10,10/10,10/10,50,20,Very Active,Very Active
Member_1377,Staff,8/10,8/10,8/10,25,3,Active,Active
Member_1378,Department Head,10/10,10/10,10/10,47,13,Very Active,Very Active
Member_1379,Vice Division Head,9/10,8/10,9/10,22,7,Active,Active
Member_1380,Staff,10/10,10/10,10/10,48,16,Very Active,Very Active
Member_1381,Deputy Department Head,8/10,9/10,9/10,21,4,Very Active,Active
Member_1382,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1383,Staff,10/10,10/10,10/10,54,16,Very Active,Very Active
Member_1384,Chair,10/10,10/10,10/10,50,16,Very Active,Very Active
Member_1385,Staff,10/10,10/10,10/10,41,12,Very Active,Very Active
Member_1386,Staff,7/10,7/10,7/10,11,1,Rarely Active,Moderate
Member_1387,Division Head,9/10,9/10,9/10,16,10,Very Active,Active
Member_1388,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1389,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1390,Staff,6/10,4/10,5/10,12,1,Moderate,Moderate
Member_1391,Secretary,5/10,6/10,7/10,6,2,Rarely Active,Moderate
Member_1392,Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1393,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1394,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1395,Staff,10/10,10/10,10/10,47,17,Very Active,Very Active
Member_1396,Staff,10/10,10/10,10/10,42,15,Very Active,Very Active
Member_1397,Staff,10/10,10/10,10/10,40,11,Very Active,Very Active
Member_1398,Staff,10/10,10/10,10/10,34,20,Very Active,Very Active
Member_1399,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1400,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1401,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1402,Vice Chair,9/10,9/10,8/10,25,8,Very Active,Active
Member_1403,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1404,Staff,8/10,9/10,9/10,30,6,Very Active,Active
Member_1405,Staff,10/10,10/10,10/10,36,15,Very Active,Very Active
Member_1406,Deputy Department Head,9/10,9/10,8/10,30,10,Very Active,Active
Member_1407,Treasurer,10/10,10/10,10/10,39,20,Very Active,Very Active
Member_1408,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1409,Staff,10/10,10/10,10/10,51,10,Very Active,Very Active
Member_1410,Staff,8/10,8/10,9/10,26,3,Active,Active
Member_1411,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1412,Chair,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1413,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1414,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1415,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1416,Staff,9/10,8/10,9/10,19,10,Active,Active
Member_1417,Treasurer,9/10,9/10,9/10,30,10,Very Active,Active
Member_1418,Staff,10/10,10/10,10/10,52,18,Very Active,Very Active
Member_1419,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1420,Vice Division Head,10/10,10/10,10/10,46,16,Very Active,Very Active
Member_1421,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1422,Department Head,10/10,10/10,10/10,41,20,Very Active,Very Active
Member_1423,Staff,10/10,10/10,10/10,38,14,Very Active,Very Active
Member_1424,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1425,Staff,1/10,4/10,3/10,5,0,Rarely Active,Rarely Active
Member_1426,Department Head,10/10,10/10,10/10,51,15,Very Active,Very Active
Member_1427,Deputy Department Head,9/10,8/10,9/10,21,4,Very Active,Active
Member_1428,Staff,6/10,7/10,7/10,9,3,Active,Moderate
Member_1429,Staff,8/10,8/10,8/10,21,6,Active,Active
Member_1430,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1431,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1432,Staff,8/10,8/10,8/10,16,7,Active,Active
Member_1433,Department Head,1/10,2/10,2/10,1,1,Inactive,Rarely Active
Member_1434,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1435,Supervisor,10/10,10/10,10/10,38,15,Very Active,Very Active
Member_1436,Secretary,9/10,9/10,9/10,15,5,Active,Active
Member_1437,Supervisor,6/10,6/10,5/10,14,2,Moderate,Moderate
Member_1438,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1439,Staff,6/10,7/10,4/10,6,1,Active,Moderate
Member_1440,Department Head,2/10,2/10,4/10,4,1,Inactive,Rarely Active
Member_1441,Supervisor,7/10,6/10,6/10,8,2,Rarely Active,Moderate
Member_1442,Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1443,Deputy Department Head,10/10,10/10,10/10,31,10,Very Active,Very Active
Member_1444,Vice Division Head,2/10,2/10,4/10,4,0,Inactive,Rarely Active
Member_1445,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1446,Staff,10/10,10/10,10/10,57,12,Very Active,Very Active
Member_1447,Department Head,8/10,8/10,8/10,27,6,Very Active,Active
Member_1448,Supervisor,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1449,Staff,10/10,10/10,10/10,54,12,Very Active,Very Active
Member_1450,Secretary,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1451,Staff,10/10,10/10,10/10,57,16,Very Active,Very Active
Member_1452,Staff,2/10,3/10,4/10,5,0,Inactive,Rarely Active
Member_1453,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1454,Deputy Department Head,2/10,2/10,4/10,2,1,Inactive,Rarely Active
Member_1455,Staff,6/10,5/10,7/10,8,3,Active,Moderate
Member_1456,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1457,Supervisor,9/10,8/10,9/10,30,7,Very Active,Active
Member_1458,Department Head,10/10,10/10,10/10,31,19,Very Active,Very Active
Member_1459,Staff,10/10,10/10,10/10,53,10,Very Active,Very Active
Member_1460,Staff,10/10,10/10,10/10,41,15,Very Active,Very Active
Member_1461,Supervisor,10/10,10/10,10/10,55,14,Very Active,Very Active
Member_1462,Vice Division Head,8/10,9/10,8/10,29,3,Active,Active
Member_1463,Division Head,9/10,8/10,10/10,27,8,Very Active,Active
Member_1464,Supervisor,2/10,2/10,3/10,3,1,Inactive,Rarely Active
Member_1465,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1466,Department Head,4/10,3/10,3/10,3,0,Rarely Active,Rarely Active
Member_1467,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1468,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1469,Staff,8/10,9/10,9/10,26,9,Active,Active
Member_1470,Department Head,1/10,0/10,1/10,0,0,Inactive,Inactive
Member_1471,Staff,3/10,3/10,4/10,3,1,Rarely Active,Rarely Active
Member_1472,Division Head,10/10,10/10,10/10,60,13,Very Active,Very Active
Member_1473,Staff,6/10,7/10,5/10,7,1,Moderate,Moderate
Member_1474,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1475,Vice Division Head,10/10,10/10,10/10,46,12,Very Active,Very Active
Member_1476,Division Head,9/10,8/10,9/10,21,9,Very Active,Active
Member_1477,Vice Division Head,10/10,10/10,10/10,48,17,Very Active,Very Active
Member_1478,Department Head,6/10,7/10,5/10,11,3,Moderate,Moderate
Member_1479,Vice Division Head,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1480,Supervisor,7/10,5/10,7/10,11,2,Active,Moderate
Member_1481,Department Head,10/10,10/10,10/10,54,16,Very Active,Very Active
Member_1482,Vice Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1483,Staff,8/10,10/10,8/10,25,8,Very Active,Active
Member_1484,Supervisor,10/10,10/10,10/10,49,10,Very Active,Very Active
Member_1485,Vice Division Head,10/10,10/10,10/10,57,12,Very Active,Very Active
Member_1486,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1487,Vice Division Head,10/10,10/10,10/10,55,10,Very Active,Very Active
Member_1488,Staff,4/10,2/10,3/10,3,0,Inactive,Rarely Active
Member_1489,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1490,Vice Division Head,2/10,3/10,2/10,4,0,Rarely Active,Rarely Active
Member_1491,Staff,10/10,10/10,10/10,55,19,Very Active,Very Active
Member_1492,Deputy Department Head,10/10,10/10,10/10,32,18,Very Active,Very Active
Member_1493,Treasurer,10/10,10/10,10/10,51,13,Very Active,Very Active
Member_1494,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1495,Division Head,10/10,10/10,10/10,44,13,Very Active,Very Active
Member_1496,Staff,10/10,10/10,10/10,43,10,Very Active,Very Active
Member_1497,Secretary,10/10,10/10,10/10,32,18,Very Active,Very Active
Member_1498,Department Head,10/10,10/10,10/10,47,19,Very Active,Very Active
Member_1499,Staff,3/10,3/10,4/10,3,1,Rarely Active,Rarely Active
Member_1500,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1501,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1502,Department Head,9/10,8/10,8/10,18,7,Active,Active
Member_1503,Staff,10/10,10/10,10/10,39,19,Very Active,Very Active
Member_1504,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1505,Department Head,10/10,10/10,10/10,42,11,Very Active,Very Active
Member_1506,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1507,Division Head,4/10,2/10,3/10,3,1,Inactive,Rarely Active
Member_1508,Staff,10/10,10/10,10/10,60,14,Very Active,Very Active
Member_1509,Staff,1/10,2/10,1/10,5,1,Inactive,Rarely Active
Member_1510,Deputy Department Head,10/10,10/10,10/10,55,12,Very Active,Very Active
Member_1511,Staff,2/10,4/10,2/10,2,0,Inactive,Rarely Active
Member_1512,Supervisor,10/10,10/10,10/10,56,11,Very Active,Very Active
Member_1513,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1514,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1515,Staff,10/10,10/10,10/10,48,11,Very Active,Very Active
Member_1516,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1517,Vice Chair,10/10,10/10,10/10,49,16,Very Active,Very Active
Member_1518,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1519,Division Head,2/10,2/10,2/10,5,0,Inactive,Rarely Active
Member_1520,Chair,6/10,6/10,7/10,12,3,Rarely Active,Moderate
Member_1521,Staff,10/10,10/10,10/10,35,13,Very Active,Very Active
Member_1522,Staff,8/10,8/10,9/10,23,6,Very Active,Active
Member_1523,Staff,9/10,8/10,8/10,17,9,Very Active,Active
Member_1524,Staff,4/10,3/10,2/10,2,0,Inactive,Rarely Active
